id	preposition index	preposition	hyp governor index	hyp governor	gold governor index	gold governor	sentence
6917718093_2	6	within	3	sitting	3	sitting	Several people are sitting at tables within a large classroom having a discussion .
6918285809_2	2	with	1	man	1	man	A man with a black shirt pours a mixed drink into a glass behind a bar .
6918285809_2	10	into	6	pours	6	pours	A man with a black shirt pours a mixed drink into a glass behind a bar .
6918285809_2	13	behind	6	pours	6	pours	A man with a black shirt pours a mixed drink into a glass behind a bar .
6918335278_3	3	on	2	skateboarding	2	skateboarding	A man skateboarding on a bench next to a bend tree in front of a white building .
6918335278_3	6	next to	2	skateboarding	2	skateboarding	A man skateboarding on a bench next to a bend tree in front of a white building .
6920348828_1	17	with	15	sitting	15	sitting	A woman wearing a blue , black , and white two piece bathing suit is sitting outside with a cup in her hand with some other people .
6920348828_3	2	in	1	woman	1	woman	a woman in a bikini holding a cup with many people in the background .
6921394663_3	4	into	3	leans	3	leans	A motorcycle racer leans into a turn on a sunny afternoon .
6921499991_4	7	with	3	drawing	3	drawing	A woman is drawing at a table with a blue permanent marker .
6921501861_1	10	from	4	receives	5	help	A young oriental girl receives help on a science project from an adult , not completely seen in the image .
6923312748_2	13	for	12	swings	12	swings	A vigilant umpire watches the ball with the catcher at the batter swings for a hit .
6924870910_1	25	with	20	looking	20	looking	Photo taken from underneath a motocross rider on his bike , balancing his back tire on a single rock , looking down at the photographer with a clear blue sky and shining sun behind him .
6924870910_2	2	on	1	person	1	person	A person on a bicycle is jumping over grass and rocks on an outside trail with a mountain in the background .
6925158300_3	14	by	13	occupied	13	occupied	There is a line of computers in a row and each one is occupied by a man .
6925887658_3	4	over	3	fighting	3	fighting	Two soccer players fighting over the soccer ball with the referee in the background .
6926407076_1	13	in	4	leading	11	aged	A male teacher is leading a group of young elementary school aged children in a balancing activity on the floor of a classroom .
6926577156_1	11	for	10	reaches	7	dressed	Intense basketball game while Los Angeles player dressed in red reaches for the hoop while the other team , wearing a white uniform , and fans look intently on .
6927291004_5	3	for	2	singing	2	singing	A band singing for a crowd of people .
6927291004_1	5	with	2	performs	4	stage	A band performs on stage with 4 members visible 2 with guitars or bass one with a microphone only .
6928261287_2	15	from	14	player	14	player	Action shot of a basketball game between a yellow and red team as a player from the yellow team is in the air with the basketball within range of the hoop .
6928261287_2	26	within	25	basketball	19	is	Action shot of a basketball game between a yellow and red team as a player from the yellow team is in the air with the basketball within range of the hoop .
6928261287_2	2	of	1	shot	1	shot	Action shot of a basketball game between a yellow and red team as a player from the yellow team is in the air with the basketball within range of the hoop .
6928261287_4	4	for	3	struggle	3	struggle	Five basketball players struggle for control of the ball near one of the nets .
6928261287_2	6	between	5	game	5	game	Action shot of a basketball game between a yellow and red team as a player from the yellow team is in the air with the basketball within range of the hoop .
6928751436_1	2	over	1	looking	1	looking	Man looking over a large stove full of coal while bursting flames .
6929271699_4	7	for	6	compete	6	compete	Two young , male soccer players compete for the ball on a wet field .
6929649160_1	13	of	12	back	12	back	A man dressed in colorful clothing and a helmet sits on the back of a bucking bull with its hind legs raised in the air .
6932687061_4	7	in front of	2	sits	3	facing	A boy sits facing away from the camera in front of a drum set .
6932687061_4	4	away from	3	facing	3	facing	A boy sits facing away from the camera in front of a drum set .
6933265421_3	11	next to	7	looking	7	looking	Man wearing a light blue jean jacket looking at a painting next to a river and bridge .
6935343133_2	10	for	9	pose	9	pose	A woman wearing red and a man wearing blue pose for a picture in a grassy meadow with trees behind them .
6935343133_4	15	for	13	pose	1	woman	A woman in a red dress and a man in a blue dress pose together for a picture .
6935343133_5	4	for	3	poses	3	poses	An ethnic couple poses for a photograph during their marriage ceremony .
6935343133_5	7	during	3	poses	3	poses	An ethnic couple poses for a photograph during their marriage ceremony .
6935343133_4	9	in	8	man	5	dress	A woman in a red dress and a man in a blue dress pose together for a picture .
6936180661_4	3	around	2	stand	2	stand	Five men stand around a bonfire with log benches around it .
6938544272_2	7	next to	2	sits	3	looking	A woman sits looking at a document next to a fenced off pool .
6939157103_4	11	from	8	engaged	8	engaged	Three women , at tables pushed together , engaged in note from open books .
6939396159_4	4	between	2	juggling	3	balls	a boy juggling balls between 2 cars in a parking lot .
6939396159_1	6	between	3	juggling	5	balls	A young boy juggling colorful balls between cars in a parking lot .
6939568656_1	22	for	18	stands	21	device	A younger gentleman is pushing a football training device on a football field while a gentleman somewhat older stands on the device for added weight .
6939568656_2	2	in	1	man	1	man	A man in a blue shirt is pushing another man in a white shirt during football practice .
6939568656_2	14	during	7	pushing	7	pushing	A man in a blue shirt is pushing another man in a white shirt during football practice .
6939695046_1	19	next to	9	lying	9	lying	A man with glasses is reading a book while lying in a red , orange and yellow striped hammock next to a sidewalk .
6942665758_1	21	to the left of	16	looks	16	looks	A Golden Retriever , wearing a Tanuki styled hat , while laying on a couch , looks onward in the distance to the left of the photographer .
6942665770_3	5	with	1	sitting	4	couch	Dog sitting on the couch with a holiday ribbon on top of his head .
6942665770_4	7	over	3	has	3	has	A white dog has a red handkerchief over its face with gold stars .
6942665770_2	6	with	5	taken	5	taken	A dog has its photo taken with a big bow made of ribbon on its head .
6942665770_3	9	on top of	8	ribbon	1	sitting	Dog sitting on the couch with a holiday ribbon on top of his head .
6942745583_3	7	in front of	2	bends	2	bends	A woman bends over a full dishwasher in front of a counter of dirty dishes .
6943166220_1	11	like	10	looks	10	looks	A man in a hat and shorts is shaking what looks like peanut shells on colorful striped fabric .
6943166220_3	5	from	3	pouring	3	pouring	A man is pouring grain from a sifter onto a very colorful blanket .
6943166220_3	8	onto	3	pouring	3	pouring	A man is pouring grain from a sifter onto a very colorful blanket .
6943202340_2	13	from	12	player	12	player	A player from the Oakland A ' s sliding to second as player from the Angels awaits the ball .
6943202340_2	2	from	1	player	1	player	A player from the Oakland A ' s sliding to second as player from the Angels awaits the ball .
6943740971_4	11	below	3	rejects	7	shot	A basketball player rejects another basketball players shot in midair right below the basket .
6943740971_5	5	for	4	competing	4	competing	Two basketball players are competing for the ball during a game .
6943740971_5	8	during	4	competing	4	competing	Two basketball players are competing for the ball during a game .
6944132355_2	9	during	3	horse	1	jockey	A jockey and horse in the middle of other jockeys and horses during a race , in the middle of jumping over a hurdle .
6944132355_2	4	in the middle of	3	horse	1	jockey	A jockey and horse in the middle of other jockeys and horses during a race , in the middle of jumping over a hurdle .
6944134083_1	5	over	2	lead	2	lead	Two jockeys lead their horses over an obstacle during a race .
6944134083_1	8	during	2	lead	2	lead	Two jockeys lead their horses over an obstacle during a race .
6944520638_1	18	over	13	handing	13	handing	Inside a sunny room , an older woman in a blue shirt is handing a loaf of bread over a pile of bagged bread to a smiling woman with eyes closed , in flower shirt and duster sweater , as a man in a red shirt and glasses stands between them and watches .
6944520638_1	0	Inside	7	woman	12	is	Inside a sunny room , an older woman in a blue shirt is handing a loaf of bread over a pile of bagged bread to a smiling woman with eyes closed , in flower shirt and duster sweater , as a man in a red shirt and glasses stands between them and watches .
